data_src,id,src_id,esbid,gsisplayerid,player,pos,team,seasonpts,site_season_pts,weekpts,site_pts,games,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,week,season
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,8,6.34,1,2.32,NA,0.48,0.5,0.36,0.21,11,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,12,7.41,1,2.97,0.04,0.48,0.51,0.45,0.26,11,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,9,6.73,1,2.44,0.05,0.48,0.49,0.41,0.2,12,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,6,6.95,1,2.75,0.01,0.48,0.52,0.39,0.16,12,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,9.08,7.09,1,2.65,0.02,0.48,0.53,0.45,0.26,12,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,5,6.36,1,1.98,0.03,0.48,0.57,0.38,0.29,12,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,2,7.1,1,2.51,0.06,0.48,0.47,0.52,0.22,12,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,5,5.39,1,1.16,0.01,0.48,0.51,0.41,0.16,12,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,5,6.75,1,2.16,0.05,0.48,0.52,0.48,0.2,12,2018
NFL,3494,2500351,DAW705989,00-0004091,Phil Dawson,K,ARI,30,0,4,5.9,1,1.19,0.08,0.48,0.5,0.51,0.2,12,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,9,7.64,1,2.39,0.06,0.48,0.55,0.66,0.2,12,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,10,6.57,1,2.43,NA,0.48,0.51,0.39,0.21,12,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,9,7.31,1,2.69,NA,0.48,0.64,0.42,0.2,12,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,9,6.92,1,2.6,0.07,0.48,0.48,0.41,0.22,12,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,3,6.79,1,2.62,0.01,0.48,0.52,0.38,0.24,12,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,6,5.57,1,1.1,NA,0.48,0.51,0.5,0.28,12,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,5,6.26,1,2.12,0.03,0.48,0.46,0.41,0.31,12,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,12,6.39,1,2.04,0.06,0.48,0.47,0.44,0.24,12,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,5,6.47,1,2.24,NA,0.48,0.56,0.37,0.18,12,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,3,5.94,1,1.62,0.11,0.48,0.45,0.4,0.27,12,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,7,8.06,1,3.86,NA,0.48,0.51,0.41,0.27,12,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,7,7.59,1,3.45,NA,0.48,0.51,0.39,0.21,12,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,6,6.58,1,2.47,0.03,0.48,0.46,0.4,0.34,12,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,9,5.62,1,1,0.07,0.48,0.5,0.49,0.23,12,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,5,6.88,1,2.32,0.04,0.48,0.56,0.44,0.18,12,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,4,6.69,1,2.07,0.05,0.48,0.45,0.56,0.31,12,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,12,6.54,1,2.07,0.03,0.48,0.53,0.45,0.21,12,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,6,6.48,1,2.07,0.02,0.48,0.48,0.49,0.25,12,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,9,6.95,1,2.75,NA,0.48,0.51,0.41,0.18,12,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,5,6.44,1,1.85,0.06,0.48,0.47,0.52,0.23,12,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,10,7.01,1,2.6,NA,0.48,0.57,0.42,0.23,12,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,9,7.53,1,3.45,0.01,0.48,0.51,0.36,0.22,12,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,5,6.21,1,1.92,0.02,0.48,0.48,0.45,0.2,13,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,4,6.13,1,1.48,0.04,0.48,0.56,0.47,0.15,13,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,6,6.8,1,2.69,NA,0.48,0.49,0.4,0.18,13,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,4,6.49,1,2.14,0.04,0.48,0.53,0.4,0.25,13,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,4,6.89,1,2.36,0.09,0.48,0.48,0.46,0.18,13,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,12,6.96,1,3,0.03,0.48,0.46,0.35,0.2,13,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,11,6.32,1,2.27,NA,0.48,0.48,0.39,0.17,13,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,5,7.03,1,2.26,0.04,0.47,0.6,0.48,0.13,13,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,8,6.89,1,2.66,0.01,0.48,0.5,0.42,0.21,13,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,19,7.19,1,3.11,NA,0.48,0.51,0.37,0.22,13,2018
NFL,9694,71309,GAN308500,00-0026858,Graham Gano,K,CAR,78,0,5,6.14,1,2.24,NA,0.48,0.48,0.34,0.17,13,2018
NFL,13347,2558178,GON750924,00-0033862,Zane Gonzalez,K,ARI,39,31.78,8,6.41,1,1.58,0.07,0.48,0.56,0.5,0.11,13,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,6,7.3,1,3.1,0.04,0.48,0.47,0.41,0.22,13,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,4,6.74,1,2.33,NA,0.48,0.53,0.46,0.23,13,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,3,6.1,1,1.63,0.01,0.48,0.52,0.48,0.26,13,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,7,5.63,1,1.49,0.06,0.48,0.48,0.36,0.25,13,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,7,6.85,1,2.47,0.02,0.47,0.52,0.45,0.23,13,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,1,6.81,1,2.4,0.01,0.47,0.55,0.44,0.21,13,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,6,5.13,1,1.08,0.02,0.48,0.47,0.38,0.21,13,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,4,7.69,1,3.37,0.04,0.48,0.5,0.42,0.28,13,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,7,6.96,1,2.85,NA,0.48,0.5,0.39,0.2,13,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,6,6.71,1,2.57,0.01,0.48,0.48,0.41,0.22,13,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,18,5.39,1,0.77,0.06,0.48,0.5,0.5,0.26,13,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,9,6.11,1,1.97,0.03,0.48,0.5,0.37,0.16,13,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,10,7.1,1,2.21,0.04,0.48,0.47,0.64,0.31,13,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,14,6.5,1,2.09,0.02,0.48,0.57,0.4,0.22,13,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,3,7.1,1,2.39,0.1,0.47,0.5,0.5,0.2,13,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,6,6.68,1,2.63,NA,0.48,0.54,0.33,0.16,13,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,8,6.59,1,2.12,0.07,0.48,0.51,0.43,0.22,13,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,14,6.58,1,2.05,0.01,0.48,0.58,0.44,0.23,13,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,0,6.57,1,2.37,0.08,0.48,0.49,0.35,0.17,13,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,12,6.24,1,1.8,0.03,0.48,0.54,0.43,0.26,13,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,16,7.57,1,3.04,0.03,0.47,0.6,0.41,0.22,14,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,1,6.31,1,1.87,0.01,0.48,0.52,0.47,0.15,14,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,3,6.74,1,2.42,0.04,0.48,0.5,0.42,0.18,14,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,2,6.19,1,1.81,0.05,0.48,0.52,0.41,0.27,14,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,9,6.12,1,1.62,0.03,0.48,0.51,0.48,0.19,14,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,9,7.26,1,2.73,NA,0.48,0.49,0.54,0.23,14,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,6,5.74,1,1.48,NA,0.48,0.49,0.45,0.19,14,2018
NFL,11960,2550325,CAT093927,00-0030896,Chandler Catanzaro,K,CAR,84,70.19,8,8.43,1,2.88,NA,0.5,0.73,0.62,0.15,14,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,12,6.8,1,2.27,0.03,0.47,0.58,0.43,0.16,14,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,5,6.23,1,2.03,0.02,0.48,0.49,0.41,0.26,14,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,3,6.27,1,2.16,NA,0.48,0.53,0.36,0.21,14,2018
NFL,13347,2558178,GON750924,00-0033862,Zane Gonzalez,K,ARI,39,31.78,3,5.42,1,1.16,NA,0.48,0.5,0.44,0.2,14,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,9,7.16,1,2.75,0.08,0.48,0.48,0.43,0.18,14,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,8,6.85,1,2.53,0.01,0.48,0.52,0.43,0.23,14,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,11,6.29,1,2.09,0.03,0.48,0.45,0.44,0.25,14,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,0,5.69,1,1.67,0.04,0.48,0.45,0.37,0.28,14,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,7,7.12,1,2.74,0.05,0.47,0.57,0.37,0.2,14,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,8,7.04,1,2.75,NA,0.47,0.55,0.41,0.2,14,2018
NFL,12417,2553833,LAM580646,00-0032087,Josh Lambo,K,JAX,84,0,1,4.85,1,0.53,0.04,0.48,0.49,0.43,0.25,14,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,8,7.75,1,3.31,0.02,0.48,0.49,0.49,0.22,14,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,13,6.92,1,2.75,NA,0.48,0.51,0.4,0.21,14,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,2,6.89,1,2.54,0.01,0.48,0.54,0.42,0.25,14,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,9,5.4,1,0.69,0.08,0.48,0.52,0.49,0.26,14,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,7,6.84,1,2.76,NA,0.48,0.52,0.36,0.16,14,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,5,7.25,1,1.7,0.05,0.47,0.57,0.76,0.34,14,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,10,6.83,1,2.06,0.02,0.48,0.61,0.48,0.28,14,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,4,6.6,1,2.07,0.07,0.47,0.5,0.47,0.2,14,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,2,6.17,1,1.94,NA,0.48,0.55,0.38,0.16,14,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,6,5.94,1,1.59,0.02,0.48,0.51,0.44,0.2,14,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,6,6.88,1,2.35,0.02,0.48,0.56,0.45,0.27,14,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,8,6.55,1,2.26,0.07,0.48,0.5,0.38,0.21,14,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,8,6.55,1,1.78,0.04,0.48,0.6,0.47,0.26,14,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,3,7.62,1,2.4,0.08,0.47,0.62,0.57,0.26,15,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,11,6.85,1,2.14,0.04,0.48,0.58,0.47,0.17,15,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,5,6.88,1,2.47,0.01,0.48,0.57,0.41,0.15,15,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,10,6.65,1,2.12,0.05,0.48,0.48,0.5,0.26,15,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,12,6.77,1,2.54,0.03,0.48,0.47,0.43,0.21,15,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,4,7.14,1,2.85,NA,0.48,0.54,0.41,0.17,15,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,12,6.37,1,2.05,NA,0.48,0.53,0.43,0.19,15,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,9,5.32,1,1,0.03,0.47,0.51,0.43,0.22,15,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,14,6.33,1,2.16,NA,0.48,0.47,0.44,0.22,15,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,19,7.23,1,2.73,0.01,0.48,0.52,0.49,0.21,15,2018
NFL,10487,2495150,FOR007550,00-0028787,Kai Forbath,K,JAX,15,17.89,7,6.14,1,1.67,0.01,0.48,0.51,0.49,0.21,15,2018
NFL,13347,2558178,GON750924,00-0033862,Zane Gonzalez,K,ARI,39,31.78,2,6.39,1,1.53,0.05,0.48,0.54,0.55,0.15,15,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,4,6.36,1,2.07,0.05,0.48,0.5,0.4,0.18,15,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,14,6.47,1,2.18,NA,0.48,0.52,0.43,0.21,15,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,2,5.49,1,1.38,NA,0.48,0.47,0.42,0.26,15,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,10,4.89,1,0.84,0.03,0.48,0.45,0.39,0.26,15,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,5,6.33,1,2.19,NA,0.47,0.53,0.38,0.17,15,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,5,6.55,1,2.32,0.01,0.48,0.52,0.4,0.3,15,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,6,7.31,1,3.05,0.01,0.48,0.47,0.46,0.27,15,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,0,6.19,1,2.14,0.01,0.48,0.47,0.39,0.24,15,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,10,7.76,1,2.93,0.08,0.48,0.55,0.5,0.33,15,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,4,5.95,1,1.36,0.03,0.48,0.51,0.51,0.29,15,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,6,6.59,1,2.15,0.03,0.48,0.51,0.46,0.15,15,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,1,7.1,1,1.4,0.08,0.47,0.57,0.78,0.29,15,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,0,6.21,1,1.74,NA,0.48,0.56,0.45,0.2,15,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,5,6.99,1,2.43,0.07,0.47,0.49,0.49,0.25,15,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,6,5.87,1,1.64,0.04,0.48,0.57,0.32,0.14,15,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,5,5.68,1,1.54,0.02,0.48,0.51,0.37,0.15,15,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,8,6.79,1,2.35,0.05,0.48,0.56,0.39,0.22,15,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,11,6.82,1,2.59,0.06,0.48,0.49,0.38,0.22,15,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,11,7.44,1,2.73,0.07,0.48,0.55,0.47,0.23,15,2018
NFL,13980,2560965,BAD662906,00-0034084,Mike Badgley,K,LAC,74,73.62,4,7.56,1,2.46,NA,0.47,0.65,0.58,0.3,16,2018
NFL,10506,2495259,BAI159977,00-0028660,Dan Bailey,K,MIN,95,92.02,9,5.73,1,1.2,0.02,0.48,0.59,0.42,0.17,16,2018
NFL,11936,2550545,BOS743355,00-0031136,Chris Boswell,K,PIT,88.08,0,8,6.23,1,1.94,0.02,0.48,0.54,0.39,0.15,16,2018
NFL,6789,2504797,BRY500226,00-0020578,Matt Bryant,K,ATL,101,80.71,6,6.25,1,2.05,0.02,0.48,0.47,0.43,0.28,16,2018
NFL,10862,2533444,BUL521842,00-0029421,Randy Bullock,K,CIN,100,88.91,6,6.71,1,2.21,0.04,0.48,0.48,0.5,0.21,16,2018
NFL,13354,2558245,BUT061642,00-0033303,Harrison Butker,K,KC,141,133.21,13,7.03,1,2.77,0.01,0.48,0.53,0.4,0.17,16,2018
NFL,13718,2560993,CAR116166,00-0034161,Daniel Carlson,K,OAK,81,72.33,9,6.25,1,1.96,NA,0.48,0.51,0.44,0.17,16,2018
NFL,11960,2550325,CAT093927,00-0030896,Chandler Catanzaro,K,CAR,84,70.19,6,7.55,1,2.21,NA,0.5,0.74,0.54,0.14,16,2018
NFL,8742,2507232,CRO369933,00-0025580,Mason Crosby,K,GB,134,115.48,12,6.5,1,2.09,NA,0.47,0.55,0.45,0.24,16,2018
NFL,13303,2558172,ELL296383,00-0033787,Jake Elliott,K,PHI,115,105.45,8,6.69,1,2.46,0.02,0.48,0.47,0.44,0.22,16,2018
NFL,12860,2556521,FAI144264,00-0032726,Ka'imi Fairbairn,K,HOU,158,136.67,6,6.57,1,2.19,0.04,0.48,0.52,0.42,0.24,16,2018
NFL,10487,2495150,FOR007550,00-0028787,Kai Forbath,K,JAX,15,17.89,5,5.92,1,1.51,0.04,0.48,0.49,0.46,0.23,16,2018
NFL,13347,2558178,GON750924,00-0033862,Zane Gonzalez,K,ARI,39,31.78,3,6.89,1,1.91,NA,0.48,0.6,0.58,0.2,16,2018
NFL,8359,2506922,GOS721266,00-0024333,Stephen Gostkowski,K,NE,134,123.81,6,6.82,1,2.29,0.06,0.48,0.56,0.41,0.17,16,2018
NFL,8153,2506264,GOU258729,00-0023252,Robbie Gould,K,SF,130,120.25,9,6.15,1,1.77,0.02,0.48,0.5,0.46,0.21,16,2018
NFL,9319,2507374,HAU342462,00-0025944,Stephen Hauschka,K,BUF,99,79.47,6,4.9,1,0.73,NA,0.48,0.51,0.4,0.24,16,2018
NFL,11387,2539227,HOP165345,00-0030098,Dustin Hopkins,K,WAS,111,97.37,12,5.02,1,1,NA,0.48,0.46,0.4,0.28,16,2018
NFL,5666,2504257,JAN400354,00-0019646,Sebastian Janikowski,K,SEA,120,102.85,8,6.73,1,2.44,0.09,0.47,0.47,0.4,0.18,16,2018
NFL,13898,2561534,JOS208464,00-0034450,Greg Joseph,K,CLE,78,72.98,8,6.74,1,2.66,NA,0.48,0.49,0.39,0.22,16,2018
NFL,12956,2556601,LUT811045,00-0032569,Wil Lutz,K,NO,140,134.78,7,7.29,1,2.97,0.02,0.48,0.49,0.45,0.27,16,2018
NFL,13909,2540243,MAH294385,00-0030332,Brett Maher,K,DAL,131,103.85,11,6.74,1,2.54,0.01,0.48,0.52,0.39,0.22,16,2018
NFL,11947,2541556,MCM226186,00-0029822,Brandon McManus,K,DEN,99,92.79,2,6.76,1,1.99,0.05,0.48,0.52,0.54,0.2,16,2018
NFL,12437,2553112,MYE407253,00-0031492,Jason Myers,K,NYJ,141,114.02,8,6.45,1,1.71,0.01,0.47,0.54,0.56,0.26,16,2018
NFL,11966,2550380,PAR471800,00-0030850,Cody Parkey,K,CHI,113,110.16,2,5.79,1,1.68,NA,0.48,0.49,0.4,0.14,16,2018
NFL,8930,2506677,PRA143616,00-0023853,Matt Prater,K,DET,124.32,104.04,9,6.8,1,2.06,0.02,0.47,0.52,0.57,0.26,16,2018
NFL,13241,2556771,ROS046718,00-0032870,Aldrick Rosas,K,NYG,135,112.98,9,5.92,1,1.33,NA,0.48,0.58,0.47,0.26,16,2018
NFL,13832,2561153,SAN342927,00-0034794,Jason Sanders,K,MIA,91,86.91,1,6.89,1,1.79,0.08,0.48,0.52,0.62,0.2,16,2018
NFL,11945,2550636,SAN796299,00-0031203,Cairo Santos,K,TB,64,62.56,8,6.81,1,2.43,0.03,0.48,0.58,0.37,0.17,16,2018
NFL,9686,89802,SUC073828,00-0026968,Ryan Succop,K,TEN,112,97.45,7,7.04,1,2.51,0.05,0.48,0.58,0.4,0.16,16,2018
NFL,10976,2536340,TUC224643,00-0029597,Justin Tucker,K,BAL,151,119.51,12,6.2,1,1.79,0.05,0.48,0.51,0.43,0.24,16,2018
NFL,2842,2503471,VIN196019,00-0016919,Adam Vinatieri,K,IND,121,101.28,4,7.1,1,2.78,0.01,0.48,0.5,0.45,0.24,16,2018
NFL,10868,2534797,ZUE563610,00-0029621,Greg Zuerlein,K,LA,124,101.62,7,6.42,1,2.01,0.03,0.48,0.51,0.45,0.27,16,2018
